,id,type_ids,lat,lon,parent_id,scientific_name,en_name,en_wikipedia_url
187,679067,93,30.3021223217977,-97.7466406310585,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
188,679076,93,30.2952012779986,-97.7413682874683,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
189,679121,93,30.298232335532198,-97.7383946969281,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
190,679158,93,30.295836588128,-97.7398404802594,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
191,679159,93,30.296477576271897,-97.73958998353821,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
192,679160,93,30.2973949076572,-97.7391269576548,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
193,679161,93,30.2980362054145,-97.738965190037,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
194,679162,93,30.2984162832696,-97.7382998314975,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
195,679524,93,30.2948780246743,-97.740106289298,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
196,679744,93,30.2936748153436,-97.7385727253272,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
197,679791,93,30.2623565593953,-97.75345028523779,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
198,679828,93,30.273081985900504,-97.75070183948989,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
199,680004,93,30.2945376512995,-97.7398485078587,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
